1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1.383217
2,0.361713
2,1.253666
2,1.368643
2,0.264293
2,1.154724
2,1.268314
2,1.283225
2,0.648449
2,1.401099
3,0.293091
3,0.622927
3,1.695712
3,1.723233
3,0.635932
3,1.581174
3,0.143963
3,0.906908
3,0.308074
3,1.293407
4,1.928805
4,0.305427
4,0.330081
4,0.892875
4,1.929812
4,0.455178
4,0.294253
4,0.143575
4,1.85542
4,1.223468
5,0.032642
5,1.055789
5,1.732712
5,1.537716
5,2.103243
5,1.365225
5,1.596905
5,0.50657
5,0.996687
5,0.006993
6,0.026689
6,1.941228
6,0.048643
6,0.463157
6,0.910021
6,0.03781
6,1.355409
6,1.28394
6,0.864387
6,0.454932
7,0.683968
7,0.0026
7,0.793745
7,0.624862
7,0.329451
7,1.579093
7,0.377708
7,0.892466
7,1.879315
7,1.208533
8,1.625076
8,1.90853
8,1.205442
8,1.124279
8,1.374093
8,0.485881
8,1.82501
8,0.699568
8,1.28307
8,0.723807
9,0.102886
9,0.629589
9,0.389242
9,0.21926
9,0.862757
9,0.902641
9,1.080721
9,1.491296
9,0.955833
9,0.531378
10,1.844284
10,0.567464
10,0.268862
10,0.004698
10,0.63199
10,1.666165
10,1.172184
10,1.517192
10,0.180598
10,0.348753
11,0.691341
11,0.068447
11,0.898311
11,0.131525
11,0.393958
11,0.753931
11,0.727213
11,0.818054
11,0.303626
11,0.688256
12,1.758468
12,0.673181
12,0.274278
12,0.617475
12,0.83434
12,0.610193
12,0.538542
12,0.442833
12,0.719006
12,1.435631
13,1.235523
13,0.968147
13,1.349328
13,0.467578
13,0.165869
13,1.381024
13,0.527801
13,0.422716
13,1.188392
13,0.662604
14,0.455349
14,1.811538
14,0.714535
14,1.798674
14,2.223597
14,0.1281
14,0.09603
14,1.27261
14,0.912641
14,1.374803
15,0.648608
15,0.026661
15,1.3089
15,1.18063
15,0.151982
15,0.557814
15,1.323471
15,1.167537
15,0.986376
15,0.001568
16,1.093366
16,0.116989
16,1.078619
16,1.422812
16,1.502231
16,0.232285
16,0.557958
16,1.841728
16,1.379646
16,0.013735
17,0.760572
17,0.616691
17,0.945807
17,0.707686
17,1.182964
17,1.746736
17,1.549418
17,0.92127
17,0.022191
17,0.226669
18,0.307866
18,0.016936
18,0.530201
18,0.257977
18,0.710103
18,1.955288
18,0.027942
18,1.770109
18,0.371627
18,0.468811
19,1.262698
19,1.360961
19,0.885072
19,0.101599
19,0.875017
19,0.355745
19,1.396932
19,0.158072
19,1.021206
19,0.84139
20,0.236978
20,0.007214
20,1.509698
20,0.546299
20,1.454847
20,0.110523
20,0.034041
20,0.340511
20,0.695696
20,0.09172
21,1.35936
21,1.16098
21,1.460715
21,0.274891
21,0.998608
21,1.236333
21,0.034188
21,1.585297
21,1.292169
21,1.920716
22,0.69619
22,0.146546
22,0.943664
22,0.525428
22,0.017664
22,1.58467
22,0.791143
22,0.416108
22,0.876679
22,0.100066
23,1.63382
23,0.260551
23,0.311235
23,0.082686
23,0.992595
23,1.406637
23,0.832985
23,1.155148
23,0.870409
23,0.541002
24,0.876674
24,0.296389
